STATE,NAME,POPULATION,YEAR,AGE,SEX,RACE,COUNTY
72,Puerto Rico,39461,2008,17,2,0,000
72,Puerto Rico,48643,2000,18,0,0,000
72,Puerto Rico,49244,2001,18,0,0,000
72,Puerto Rico,50279,2002,18,0,0,000
72,Puerto Rico,51614,2003,18,0,0,000
72,Puerto Rico,53253,2004,18,0,0,000
72,Puerto Rico,54898,2005,18,0,0,000
72,Puerto Rico,56695,2006,18,0,0,000
72,Puerto Rico,58570,2007,18,0,0,000
72,Puerto Rico,60722,2008,18,0,0,000
72,Puerto Rico,19252,2000,18,1,0,000
72,Puerto Rico,19307,2001,18,1,0,000
72,Puerto Rico,19532,2002,18,1,0,000
72,Puerto Rico,19915,2003,18,1,0,000
72,Puerto Rico,20427,2004,18,1,0,000
72,Puerto Rico,20932,2005,18,1,0,000
72,Puerto Rico,21513,2006,18,1,0,000
72,Puerto Rico,22089,2007,18,1,0,000
72,Puerto Rico,22730,2008,18,1,0,000
72,Puerto Rico,29391,2000,18,2,0,000
72,Puerto Rico,29937,2001,18,2,0,000
72,Puerto Rico,30747,2002,18,2,0,000
72,Puerto Rico,31699,2003,18,2,0,000
72,Puerto Rico,32826,2004,18,2,0,000
72,Puerto Rico,33966,2005,18,2,0,000
72,Puerto Rico,35182,2006,18,2,0,000
72,Puerto Rico,36481,2007,18,2,0,000
72,Puerto Rico,37992,2008,18,2,0,000
72,Puerto Rico,222319,2010,1,0,0,000
72,Puerto Rico,238054,2010,2,0,0,000
72,Puerto Rico,267469,2010,3,0,0,000
72,Puerto Rico,282899,2010,4,0,0,000
72,Puerto Rico,262165,2010,5,0,0,000
72,Puerto Rico,242469,2010,6,0,0,000
72,Puerto Rico,247783,2010,7,0,0,000
72,Puerto Rico,240281,2010,8,0,0,000
72,Puerto Rico,241688,2010,9,0,0,000
72,Puerto Rico,247830,2010,10,0,0,000
72,Puerto Rico,239775,2010,11,0,0,000
72,Puerto Rico,223990,2010,12,0,0,000
72,Puerto Rico,217919,2010,13,0,0,000
72,Puerto Rico,177414,2010,14,0,0,000
72,Puerto Rico,137016,2010,15,0,0,000
72,Puerto Rico,101499,2010,16,0,0,000
72,Puerto Rico,67567,2010,17,0,0,000
72,Puerto Rico,63388,2010,18,0,0,000
72,Puerto Rico,113948,2010,1,1,0,000
72,Puerto Rico,122270,2010,2,1,0,000
72,Puerto Rico,136801,2010,3,1,0,000
72,Puerto Rico,144217,2010,4,1,0,000
72,Puerto Rico,131268,2010,5,1,0,000
72,Puerto Rico,117769,2010,6,1,0,000
72,Puerto Rico,119411,2010,7,1,0,000
72,Puerto Rico,115433,2010,8,1,0,000
72,Puerto Rico,114787,2010,9,1,0,000
72,Puerto Rico,115450,2010,10,1,0,000
72,Puerto Rico,110657,2010,11,1,0,000
72,Puerto Rico,102341,2010,12,1,0,000
72,Puerto Rico,99948,2010,13,1,0,000
72,Puerto Rico,81028,2010,14,1,0,000
72,Puerto Rico,62033,2010,15,1,0,000
72,Puerto Rico,43976,2010,16,1,0,000
72,Puerto Rico,27843,2010,17,1,0,000
72,Puerto Rico,23602,2010,18,1,0,000
72,Puerto Rico,108371,2010,1,2,0,000
72,Puerto Rico,115784,2010,2,2,0,000
72,Puerto Rico,130668,2010,3,2,0,000
72,Puerto Rico,138682,2010,4,2,0,000
72,Puerto Rico,130897,2010,5,2,0,000
72,Puerto Rico,124700,2010,6,2,0,000
72,Puerto Rico,128372,2010,7,2,0,000
72,Puerto Rico,124848,2010,8,2,0,000
72,Puerto Rico,126901,2010,9,2,0,000
72,Puerto Rico,132380,2010,10,2,0,000
72,Puerto Rico,129118,2010,11,2,0,000
72,Puerto Rico,121649,2010,12,2,0,000
72,Puerto Rico,117971,2010,13,2,0,000
72,Puerto Rico,96386,2010,14,2,0,000
72,Puerto Rico,74983,2010,15,2,0,000
72,Puerto Rico,57523,2010,16,2,0,000
72,Puerto Rico,39724,2010,17,2,0,000
72,Puerto Rico,39786,2010,18,2,0,000
72,Puerto Rico,213461,2011,1,0,0,000
72,Puerto Rico,228909,2011,2,0,0,000
72,Puerto Rico,259845,2011,3,0,0,000
72,Puerto Rico,274958,2011,4,0,0,000
72,Puerto Rico,264093,2011,5,0,0,000
72,Puerto Rico,233990,2011,6,0,0,000
72,Puerto Rico,243564,2011,7,0,0,000
72,Puerto Rico,234603,2011,8,0,0,000
72,Puerto Rico,237765,2011,9,0,0,000
72,Puerto Rico,245772,2011,10,0,0,000
72,Puerto Rico,238218,2011,11,0,0,000
72,Puerto Rico,224719,2011,12,0,0,000
72,Puerto Rico,215591,2011,13,0,0,000
72,Puerto Rico,184524,2011,14,0,0,000
72,Puerto Rico,139945,2011,15,0,0,000
72,Puerto Rico,104020,2011,16,0,0,000
72,Puerto Rico,69339,2011,17,0,0,000
72,Puerto Rico,65416,2011,18,0,0,000
72,Puerto Rico,109273,2011,1,1,0,000
72,Puerto Rico,117830,2011,2,1,0,000
72,Puerto Rico,133296,2011,3,1,0,000
72,Puerto Rico,140690,2011,4,1,0,000
72,Puerto Rico,132905,2011,5,1,0,000
72,Puerto Rico,114401,2011,6,1,0,000
72,Puerto Rico,117297,2011,7,1,0,000
72,Puerto Rico,112635,2011,8,1,0,000
72,Puerto Rico,113428,2011,9,1,0,000
72,Puerto Rico,114768,2011,10,1,0,000
72,Puerto Rico,110266,2011,11,1,0,000
72,Puerto Rico,102603,2011,12,1,0,000
72,Puerto Rico,98590,2011,13,1,0,000
72,Puerto Rico,84114,2011,14,1,0,000
72,Puerto Rico,63207,2011,15,1,0,000
72,Puerto Rico,45248,2011,16,1,0,000
72,Puerto Rico,28641,2011,17,1,0,000
72,Puerto Rico,24249,2011,18,1,0,000
72,Puerto Rico,104188,2011,1,2,0,000
72,Puerto Rico,111079,2011,2,2,0,000
72,Puerto Rico,126549,2011,3,2,0,000
72,Puerto Rico,134268,2011,4,2,0,000
72,Puerto Rico,131188,2011,5,2,0,000
72,Puerto Rico,119589,2011,6,2,0,000
72,Puerto Rico,126267,2011,7,2,0,000
72,Puerto Rico,121968,2011,8,2,0,000
72,Puerto Rico,124337,2011,9,2,0,000
72,Puerto Rico,131004,2011,10,2,0,000
72,Puerto Rico,127952,2011,11,2,0,000
72,Puerto Rico,122116,2011,12,2,0,000
72,Puerto Rico,117001,2011,13,2,0,000
72,Puerto Rico,100410,2011,14,2,0,000
72,Puerto Rico,76738,2011,15,2,0,000
72,Puerto Rico,58772,2011,16,2,0,000
72,Puerto Rico,40698,2011,17,2,0,000
72,Puerto Rico,41167,2011,18,2,0,000
72,Puerto Rico,204487,2012,1,0,0,000
72,Puerto Rico,221979,2012,2,0,0,000
72,Puerto Rico,249569,2012,3,0,0,000
72,Puerto Rico,267919,2012,4,0,0,000
72,Puerto Rico,263725,2012,5,0,0,000
72,Puerto Rico,227647,2012,6,0,0,000
72,Puerto Rico,237515,2012,7,0,0,000
72,Puerto Rico,230777,2012,8,0,0,000
72,Puerto Rico,234064,2012,9,0,0,000
72,Puerto Rico,242010,2012,10,0,0,000
72,Puerto Rico,236017,2012,11,0,0,000
72,Puerto Rico,225838,2012,12,0,0,000
72,Puerto Rico,211862,2012,13,0,0,000
72,Puerto Rico,191040,2012,14,0,0,000
72,Puerto Rico,144092,2012,15,0,0,000
72,Puerto Rico,106827,2012,16,0,0,000
72,Puerto Rico,71076,2012,17,0,0,000
72,Puerto Rico,68044,2012,18,0,0,000
72,Puerto Rico,104437,2012,1,1,0,000
72,Puerto Rico,114141,2012,2,1,0,000
72,Puerto Rico,128131,2012,3,1,0,000
72,Puerto Rico,137024,2012,4,1,0,000
72,Puerto Rico,132933,2012,5,1,0,000
72,Puerto Rico,111481,2012,6,1,0,000
72,Puerto Rico,113719,2012,7,1,0,000
72,Puerto Rico,110466,2012,8,1,0,000
72,Puerto Rico,111927,2012,9,1,0,000
72,Puerto Rico,113163,2012,10,1,0,000
72,Puerto Rico,109195,2012,11,1,0,000
72,Puerto Rico,103170,2012,12,1,0,000
72,Puerto Rico,96402,2012,13,1,0,000
72,Puerto Rico,86887,2012,14,1,0,000
72,Puerto Rico,64756,2012,15,1,0,000
72,Puerto Rico,46606,2012,16,1,0,000
72,Puerto Rico,29307,2012,17,1,0,000
72,Puerto Rico,25327,2012,18,1,0,000
72,Puerto Rico,100050,2012,1,2,0,000
72,Puerto Rico,107838,2012,2,2,0,000
72,Puerto Rico,121438,2012,3,2,0,000
72,Puerto Rico,130895,2012,4,2,0,000
72,Puerto Rico,130792,2012,5,2,0,000
72,Puerto Rico,116166,2012,6,2,0,000
72,Puerto Rico,123796,2012,7,2,0,000
72,Puerto Rico,120311,2012,8,2,0,000
72,Puerto Rico,122137,2012,9,2,0,000
72,Puerto Rico,128847,2012,10,2,0,000
72,Puerto Rico,126822,2012,11,2,0,000
72,Puerto Rico,122668,2012,12,2,0,000
72,Puerto Rico,115460,2012,13,2,0,000
72,Puerto Rico,104153,2012,14,2,0,000
72,Puerto Rico,79336,2012,15,2,0,000
72,Puerto Rico,60221,2012,16,2,0,000
72,Puerto Rico,41769,2012,17,2,0,000
72,Puerto Rico,42717,2012,18,2,0,000
72,Puerto Rico,195598,2013,1,0,0,000
72,Puerto Rico,215357,2013,2,0,0,000
72,Puerto Rico,238977,2013,3,0,0,000
72,Puerto Rico,260427,2013,4,0,0,000
72,Puerto Rico,262649,2013,5,0,0,000
72,Puerto Rico,224397,2013,6,0,0,000
72,Puerto Rico,230016,2013,7,0,0,000
72,Puerto Rico,228535,2013,8,0,0,000
72,Puerto Rico,230386,2013,9,0,0,000
72,Puerto Rico,236261,2013,10,0,0,000
72,Puerto Rico,235597,2013,11,0,0,000
72,Puerto Rico,226059,2013,12,0,0,000
72,Puerto Rico,209708,2013,13,0,0,000
72,Puerto Rico,196264,2013,14,0,0,000
72,Puerto Rico,149059,2013,15,0,0,000
72,Puerto Rico,109950,2013,16,0,0,000
72,Puerto Rico,72950,2013,17,0,0,000
72,Puerto Rico,70887,2013,18,0,0,000
72,Puerto Rico,100224,2013,1,1,0,000
72,Puerto Rico,110739,2013,2,1,0,000
72,Puerto Rico,123213,2013,3,1,0,000
72,Puerto Rico,133352,2013,4,1,0,000
72,Puerto Rico,132712,2013,5,1,0,000
72,Puerto Rico,110260,2013,6,1,0,000
72,Puerto Rico,110260,2013,7,1,0,000
72,Puerto Rico,109153,2013,8,1,0,000
72,Puerto Rico,110515,2013,9,1,0,000
72,Puerto Rico,111031,2013,10,1,0,000
72,Puerto Rico,108981,2013,11,1,0,000
72,Puerto Rico,103584,2013,12,1,0,000
72,Puerto Rico,95392,2013,13,1,0,000
72,Puerto Rico,89338,2013,14,1,0,000
72,Puerto Rico,66940,2013,15,1,0,000
72,Puerto Rico,48182,2013,16,1,0,000
72,Puerto Rico,30073,2013,17,1,0,000
72,Puerto Rico,26331,2013,18,1,0,000
72,Puerto Rico,95374,2013,1,2,0,000
72,Puerto Rico,104618,2013,2,2,0,000
72,Puerto Rico,115764,2013,3,2,0,000
72,Puerto Rico,127075,2013,4,2,0,000
72,Puerto Rico,129937,2013,5,2,0,000
72,Puerto Rico,114137,2013,6,2,0,000
72,Puerto Rico,119756,2013,7,2,0,000
72,Puerto Rico,119382,2013,8,2,0,000
72,Puerto Rico,119871,2013,9,2,0,000
72,Puerto Rico,125230,2013,10,2,0,000
72,Puerto Rico,126616,2013,11,2,0,000
72,Puerto Rico,122475,2013,12,2,0,000
72,Puerto Rico,114316,2013,13,2,0,000
72,Puerto Rico,106926,2013,14,2,0,000
72,Puerto Rico,82119,2013,15,2,0,000
72,Puerto Rico,61768,2013,16,2,0,000
72,Puerto Rico,42877,2013,17,2,0,000
72,Puerto Rico,44556,2013,18,2,0,000
72,Puerto Rico,184598,2014,1,0,0,000
72,Puerto Rico,207650,2014,2,0,0,000
72,Puerto Rico,228653,2014,3,0,0,000
72,Puerto Rico,250224,2014,4,0,0,000
72,Puerto Rico,257907,2014,5,0,0,000
72,Puerto Rico,223066,2014,6,0,0,000
72,Puerto Rico,220509,2014,7,0,0,000
72,Puerto Rico,224052,2014,8,0,0,000
72,Puerto Rico,225482,2014,9,0,0,000
72,Puerto Rico,229366,2014,10,0,0,000
72,Puerto Rico,234470,2014,11,0,0,000
72,Puerto Rico,225052,2014,12,0,0,000
72,Puerto Rico,209069,2014,13,0,0,000
72,Puerto Rico,198883,2014,14,0,0,000
72,Puerto Rico,153414,2014,15,0,0,000
72,Puerto Rico,113389,2014,16,0,0,000
72,Puerto Rico,75370,2014,17,0,0,000
72,Puerto Rico,73720,2014,18,0,0,000
72,Puerto Rico,94603,2014,1,1,0,000
72,Puerto Rico,106482,2014,2,1,0,000
72,Puerto Rico,117799,2014,3,1,0,000
72,Puerto Rico,128155,2014,4,1,0,000
72,Puerto Rico,130029,2014,5,1,0,000
72,Puerto Rico,109938,2014,6,1,0,000
72,Puerto Rico,105318,2014,7,1,0,000
72,Puerto Rico,106733,2014,8,1,0,000
72,Puerto Rico,107700,2014,9,1,0,000
72,Puerto Rico,108221,2014,10,1,0,000
72,Puerto Rico,108207,2014,11,1,0,000
72,Puerto Rico,103212,2014,12,1,0,000
72,Puerto Rico,94960,2014,13,1,0,000
72,Puerto Rico,90420,2014,14,1,0,000
72,Puerto Rico,68737,2014,15,1,0,000
72,Puerto Rico,49974,2014,16,1,0,000
72,Puerto Rico,31104,2014,17,1,0,000
72,Puerto Rico,27294,2014,18,1,0,000
72,Puerto Rico,89995,2014,1,2,0,000
72,Puerto Rico,101168,2014,2,2,0,000
72,Puerto Rico,110854,2014,3,2,0,000
72,Puerto Rico,122069,2014,4,2,0,000
72,Puerto Rico,127878,2014,5,2,0,000
72,Puerto Rico,113128,2014,6,2,0,000
72,Puerto Rico,115191,2014,7,2,0,000
72,Puerto Rico,117319,2014,8,2,0,000
72,Puerto Rico,117782,2014,9,2,0,000
72,Puerto Rico,121145,2014,10,2,0,000
72,Puerto Rico,126263,2014,11,2,0,000
72,Puerto Rico,121840,2014,12,2,0,000
72,Puerto Rico,114109,2014,13,2,0,000
72,Puerto Rico,108463,2014,14,2,0,000
72,Puerto Rico,84677,2014,15,2,0,000
72,Puerto Rico,63415,2014,16,2,0,000
72,Puerto Rico,44266,2014,17,2,0,000
72,Puerto Rico,46426,2014,18,2,0,000
72,Puerto Rico,172388,2015,1,0,0,000
72,Puerto Rico,198778,2015,2,0,0,000
72,Puerto Rico,216942,2015,3,0,0,000
72,Puerto Rico,242640,2015,4,0,0,000
72,Puerto Rico,249284,2015,5,0,0,000
72,Puerto Rico,224972,2015,6,0,0,000
72,Puerto Rico,208538,2015,7,0,0,000
72,Puerto Rico,220875,2015,8,0,0,000
72,Puerto Rico,219515,2015,9,0,0,000
72,Puerto Rico,224106,2015,10,0,0,000
72,Puerto Rico,231736,2015,11,0,0,000
72,Puerto Rico,224408,2015,12,0,0,000
72,Puerto Rico,208673,2015,13,0,0,000
72,Puerto Rico,200781,2015,14,0,0,000
72,Puerto Rico,158304,2015,15,0,0,000
72,Puerto Rico,116297,2015,16,0,0,000
72,Puerto Rico,78757,2015,17,0,0,000
72,Puerto Rico,76183,2015,18,0,0,000
72,Puerto Rico,88331,2015,1,1,0,000
72,Puerto Rico,101705,2015,2,1,0,000
72,Puerto Rico,111725,2015,3,1,0,000
72,Puerto Rico,124020,2015,4,1,0,000
72,Puerto Rico,125921,2015,5,1,0,000
72,Puerto Rico,110956,2015,6,1,0,000
72,Puerto Rico,99447,2015,7,1,0,000
72,Puerto Rico,104881,2015,8,1,0,000
72,Puerto Rico,104635,2015,9,1,0,000
72,Puerto Rico,106013,2015,10,1,0,000
72,Puerto Rico,106993,2015,11,1,0,000
72,Puerto Rico,102928,2015,12,1,0,000
72,Puerto Rico,94858,2015,13,1,0,000
72,Puerto Rico,90981,2015,14,1,0,000
72,Puerto Rico,70922,2015,15,1,0,000
72,Puerto Rico,51268,2015,16,1,0,000
72,Puerto Rico,32490,2015,17,1,0,000
72,Puerto Rico,28262,2015,18,1,0,000
72,Puerto Rico,84057,2015,1,2,0,000
72,Puerto Rico,97073,2015,2,2,0,000
72,Puerto Rico,105217,2015,3,2,0,000
72,Puerto Rico,118620,2015,4,2,0,000
72,Puerto Rico,123363,2015,5,2,0,000
72,Puerto Rico,114016,2015,6,2,0,000
72,Puerto Rico,109091,2015,7,2,0,000
72,Puerto Rico,115994,2015,8,2,0,000
72,Puerto Rico,114880,2015,9,2,0,000
72,Puerto Rico,118093,2015,10,2,0,000
72,Puerto Rico,124743,2015,11,2,0,000
72,Puerto Rico,121480,2015,12,2,0,000
72,Puerto Rico,113815,2015,13,2,0,000
72,Puerto Rico,109800,2015,14,2,0,000
72,Puerto Rico,87382,2015,15,2,0,000
72,Puerto Rico,65029,2015,16,2,0,000
72,Puerto Rico,46267,2015,17,2,0,000
72,Puerto Rico,47921,2015,18,2,0,000
72,Puerto Rico,160416,2016,1,0,0,000
72,Puerto Rico,187888,2016,2,0,0,000
72,Puerto Rico,206363,2016,3,0,0,000
72,Puerto Rico,234086,2016,4,0,0,000
72,Puerto Rico,240382,2016,5,0,0,000
72,Puerto Rico,225459,2016,6,0,0,000
72,Puerto Rico,198539,2016,7,0,0,000
72,Puerto Rico,215264,2016,8,0,0,000
72,Puerto Rico,212952,2016,9,0,0,000
72,Puerto Rico,219456,2016,10,0,0,000
72,Puerto Rico,228743,2016,11,0,0,000
72,Puerto Rico,222191,2016,12,0,0,000
72,Puerto Rico,209556,2016,13,0,0,000
72,Puerto Rico,198935,2016,14,0,0,000
72,Puerto Rico,165391,2016,15,0,0,000
72,Puerto Rico,119217,2016,16,0,0,000
72,Puerto Rico,81577,2016,17,0,0,000
72,Puerto Rico,80105,2016,18,0,0,000
72,Puerto Rico,82268,2016,1,1,0,000
72,Puerto Rico,95586,2016,2,1,0,000
72,Puerto Rico,106179,2016,3,1,0,000
72,Puerto Rico,119658,2016,4,1,0,000
72,Puerto Rico,121398,2016,5,1,0,000
72,Puerto Rico,111138,2016,6,1,0,000
72,Puerto Rico,94594,2016,7,1,0,000
72,Puerto Rico,101553,2016,8,1,0,000
72,Puerto Rico,101129,2016,9,1,0,000
72,Puerto Rico,104115,2016,10,1,0,000
72,Puerto Rico,105612,2016,11,1,0,000
72,Puerto Rico,102039,2016,12,1,0,000
72,Puerto Rico,95191,2016,13,1,0,000
72,Puerto Rico,89782,2016,14,1,0,000
72,Puerto Rico,73939,2016,15,1,0,000
72,Puerto Rico,52445,2016,16,1,0,000
72,Puerto Rico,33867,2016,17,1,0,000
72,Puerto Rico,29700,2016,18,1,0,000
72,Puerto Rico,78148,2016,1,2,0,000
72,Puerto Rico,92302,2016,2,2,0,000
72,Puerto Rico,100184,2016,3,2,0,000
72,Puerto Rico,114428,2016,4,2,0,000
72,Puerto Rico,118984,2016,5,2,0,000
72,Puerto Rico,114321,2016,6,2,0,000
72,Puerto Rico,103945,2016,7,2,0,000
72,Puerto Rico,113711,2016,8,2,0,000
72,Puerto Rico,111823,2016,9,2,0,000
72,Puerto Rico,115341,2016,10,2,0,000
72,Puerto Rico,123131,2016,11,2,0,000
72,Puerto Rico,120152,2016,12,2,0,000
72,Puerto Rico,114365,2016,13,2,0,000
72,Puerto Rico,109153,2016,14,2,0,000
72,Puerto Rico,91452,2016,15,2,0,000
72,Puerto Rico,66772,2016,16,2,0,000
72,Puerto Rico,47710,2016,17,2,0,000
72,Puerto Rico,50405,2016,18,2,0,000
72,Puerto Rico,147970,2017,1,0,0,000
72,Puerto Rico,177739,2017,2,0,0,000
72,Puerto Rico,198257,2017,3,0,0,000
72,Puerto Rico,222678,2017,4,0,0,000
72,Puerto Rico,232150,2017,5,0,0,000
72,Puerto Rico,223828,2017,6,0,0,000
72,Puerto Rico,190755,2017,7,0,0,000
72,Puerto Rico,207678,2017,8,0,0,000
72,Puerto Rico,208209,2017,9,0,0,000
72,Puerto Rico,214945,2017,10,0,0,000
72,Puerto Rico,224402,2017,11,0,0,000
72,Puerto Rico,219484,2017,12,0,0,000
72,Puerto Rico,210332,2017,13,0,0,000
72,Puerto Rico,195563,2017,14,0,0,000
72,Puerto Rico,171623,2017,15,0,0,000
72,Puerto Rico,123063,2017,16,0,0,000
72,Puerto Rico,84508,2017,17,0,0,000
72,Puerto Rico,83993,2017,18,0,0,000
72,Puerto Rico,75791,2017,1,1,0,000
72,Puerto Rico,90227,2017,2,1,0,000
72,Puerto Rico,101890,2017,3,1,0,000
72,Puerto Rico,113803,2017,4,1,0,000
72,Puerto Rico,116962,2017,5,1,0,000
72,Puerto Rico,110409,2017,6,1,0,000
72,Puerto Rico,90911,2017,7,1,0,000
72,Puerto Rico,97113,2017,8,1,0,000
72,Puerto Rico,98529,2017,9,1,0,000
72,Puerto Rico,102124,2017,10,1,0,000
72,Puerto Rico,103713,2017,11,1,0,000
72,Puerto Rico,100731,2017,12,1,0,000
72,Puerto Rico,95614,2017,13,1,0,000
72,Puerto Rico,87884,2017,14,1,0,000
72,Puerto Rico,76642,2017,15,1,0,000
72,Puerto Rico,54006,2017,16,1,0,000
72,Puerto Rico,35247,2017,17,1,0,000
72,Puerto Rico,31107,2017,18,1,0,000
72,Puerto Rico,72179,2017,1,2,0,000
72,Puerto Rico,87512,2017,2,2,0,000
72,Puerto Rico,96367,2017,3,2,0,000
72,Puerto Rico,108875,2017,4,2,0,000
72,Puerto Rico,115188,2017,5,2,0,000
72,Puerto Rico,113419,2017,6,2,0,000
72,Puerto Rico,99844,2017,7,2,0,000
72,Puerto Rico,110565,2017,8,2,0,000
72,Puerto Rico,109680,2017,9,2,0,000
72,Puerto Rico,112821,2017,10,2,0,000
72,Puerto Rico,120689,2017,11,2,0,000
72,Puerto Rico,118753,2017,12,2,0,000
72,Puerto Rico,114718,2017,13,2,0,000
72,Puerto Rico,107679,2017,14,2,0,000
72,Puerto Rico,94981,2017,15,2,0,000
72,Puerto Rico,69057,2017,16,2,0,000
72,Puerto Rico,49261,2017,17,2,0,000
72,Puerto Rico,52886,2017,18,2,0,000
