STATE,NAME,YEAR,AGE,SEX,LaunchYear,Mean,Lower80,Upper80
72,Puerto Rico,2014,2,1,2015,106482,106482,106482
72,Puerto Rico,2014,3,1,2015,117799,117799,117799
72,Puerto Rico,2014,4,1,2015,128155,128155,128155
72,Puerto Rico,2014,5,1,2015,130029,130029,130029
72,Puerto Rico,2014,6,1,2015,109938,109938,109938
72,Puerto Rico,2014,7,1,2015,105318,105318,105318
72,Puerto Rico,2014,8,1,2015,106733,106733,106733
72,Puerto Rico,2014,9,1,2015,107700,107700,107700
72,Puerto Rico,2014,10,1,2015,108221,108221,108221
72,Puerto Rico,2014,11,1,2015,108207,108207,108207
72,Puerto Rico,2014,12,1,2015,103212,103212,103212
72,Puerto Rico,2014,13,1,2015,94960,94960,94960
72,Puerto Rico,2014,14,1,2015,90420,90420,90420
72,Puerto Rico,2014,15,1,2015,68737,68737,68737
72,Puerto Rico,2014,16,1,2015,49974,49974,49974
72,Puerto Rico,2014,17,1,2015,31104,31104,31104
72,Puerto Rico,2014,18,1,2015,27294,27294,27294
72,Puerto Rico,2014,1,2,2015,89995,89995,89995
72,Puerto Rico,2014,2,2,2015,101168,101168,101168
72,Puerto Rico,2014,3,2,2015,110854,110854,110854
72,Puerto Rico,2014,4,2,2015,122069,122069,122069
72,Puerto Rico,2014,5,2,2015,127878,127878,127878
72,Puerto Rico,2014,6,2,2015,113128,113128,113128
72,Puerto Rico,2014,7,2,2015,115191,115191,115191
72,Puerto Rico,2014,8,2,2015,117319,117319,117319
72,Puerto Rico,2014,9,2,2015,117782,117782,117782
72,Puerto Rico,2014,10,2,2015,121145,121145,121145
72,Puerto Rico,2014,11,2,2015,126263,126263,126263
72,Puerto Rico,2014,12,2,2015,121840,121840,121840
72,Puerto Rico,2014,13,2,2015,114109,114109,114109
72,Puerto Rico,2014,14,2,2015,108463,108463,108463
72,Puerto Rico,2014,15,2,2015,84677,84677,84677
72,Puerto Rico,2014,16,2,2015,63415,63415,63415
72,Puerto Rico,2014,17,2,2015,44266,44266,44266
72,Puerto Rico,2014,18,2,2015,46426,46426,46426
72,Puerto Rico,2015,1,1,2015,88331,88331,88331
72,Puerto Rico,2015,2,1,2015,101705,101705,101705
72,Puerto Rico,2015,3,1,2015,111725,111725,111725
72,Puerto Rico,2015,4,1,2015,124020,124020,124020
72,Puerto Rico,2015,5,1,2015,125921,125921,125921
72,Puerto Rico,2015,6,1,2015,110956,110956,110956
72,Puerto Rico,2015,7,1,2015,99447,99447,99447
72,Puerto Rico,2015,8,1,2015,104881,104881,104881
72,Puerto Rico,2015,9,1,2015,104635,104635,104635
72,Puerto Rico,2015,10,1,2015,106013,106013,106013
72,Puerto Rico,2015,11,1,2015,106993,106993,106993
72,Puerto Rico,2015,12,1,2015,102928,102928,102928
72,Puerto Rico,2015,13,1,2015,94858,94858,94858
72,Puerto Rico,2015,14,1,2015,90981,90981,90981
72,Puerto Rico,2015,15,1,2015,70922,70922,70922
72,Puerto Rico,2015,16,1,2015,51268,51268,51268
72,Puerto Rico,2015,17,1,2015,32490,32490,32490
72,Puerto Rico,2015,18,1,2015,28262,28262,28262
72,Puerto Rico,2015,1,2,2015,84057,84057,84057
72,Puerto Rico,2015,2,2,2015,97073,97073,97073
72,Puerto Rico,2015,3,2,2015,105217,105217,105217
72,Puerto Rico,2015,4,2,2015,118620,118620,118620
72,Puerto Rico,2015,5,2,2015,123363,123363,123363
72,Puerto Rico,2015,6,2,2015,114016,114016,114016
72,Puerto Rico,2015,7,2,2015,109091,109091,109091
72,Puerto Rico,2015,8,2,2015,115994,115994,115994
72,Puerto Rico,2015,9,2,2015,114880,114880,114880
72,Puerto Rico,2015,10,2,2015,118093,118093,118093
72,Puerto Rico,2015,11,2,2015,124743,124743,124743
72,Puerto Rico,2015,12,2,2015,121480,121480,121480
72,Puerto Rico,2015,13,2,2015,113815,113815,113815
72,Puerto Rico,2015,14,2,2015,109800,109800,109800
72,Puerto Rico,2015,15,2,2015,87382,87382,87382
72,Puerto Rico,2015,16,2,2015,65029,65029,65029
72,Puerto Rico,2015,17,2,2015,46267,46267,46267
72,Puerto Rico,2015,18,2,2015,47921,47921,47921
72,Puerto Rico,2020,1,1,2015,76359.44783820034,72806.10704806213,79996.49717096337
72,Puerto Rico,2020,1,2,2015,72630.95917422572,69251.12135235597,76090.41820753741
72,Puerto Rico,2025,1,1,2015,66540.21005166176,57154.6301885595,76678.90626583732
72,Puerto Rico,2025,1,2,2015,63291.17635773296,54363.87676138374,72934.81904582572
72,Puerto Rico,2030,1,1,2015,56656.68470166679,45390.705164472165,69355.7467170654
72,Puerto Rico,2030,1,2,2015,53890.24501896821,43174.36213886317,65969.23564689618
72,Puerto Rico,2035,1,1,2015,48426.80184496995,36444.530367646694,62529.524664757846
72,Puerto Rico,2035,1,2,2015,46062.21191113353,34665.01228328895,59476.32521823647
72,Puerto Rico,2040,1,1,2015,41103.8618231435,28936.364480303775,56212.11936852493
72,Puerto Rico,2040,1,2,2015,39096.837320060324,27523.456058413944,53467.38697748367
72,Puerto Rico,2045,1,1,2015,34223.10905017138,22453.986334048317,49717.38209920153
72,Puerto Rico,2045,1,2,2015,32552.058803580974,21357.600282581112,47289.77555138896
72,Puerto Rico,2020,2,1,2015,78431.75416041494,76360.55300507638,80502.95531575351
72,Puerto Rico,2020,2,2,2015,74804.53986862634,72796.05280064151,76813.02693661115
72,Puerto Rico,2025,2,1,2015,67801.85258483158,62939.56364511681,72907.07041888879
72,Puerto Rico,2025,2,2,2015,64636.204970971354,59973.68793163851,69532.99955260809
72,Puerto Rico,2030,2,1,2015,59083.055739823016,49409.144784945674,69883.49010856384
72,Puerto Rico,2030,2,2,2015,56324.486065221165,47080.85755105772,66649.34770434194
72,Puerto Rico,2035,2,1,2015,50307.176031803916,39239.44422286027,63209.32151628119
72,Puerto Rico,2035,2,2,2015,47958.349477752585,37390.37969347825,60284.053377264056
72,Puerto Rico,2040,2,1,2015,42999.61527753351,31505.63780421144,56988.05096741017
72,Puerto Rico,2040,2,2,2015,40991.97648433209,30021.010320487156,54350.697396755095
72,Puerto Rico,2045,2,1,2015,36497.35637043005,25014.964097230255,51230.50496120461
72,Puerto Rico,2045,2,2,2015,34793.30604287151,23836.19401696989,48859.60522183358
72,Puerto Rico,2020,3,1,2015,92250.91180891942,90505.7436575981,93996.07996024075
72,Puerto Rico,2020,3,2,2015,87525.28717646498,85192.61727406448,89857.95707886548
72,Puerto Rico,2025,3,1,2015,71141.05340023882,67952.10300211272,74401.08377066275
72,Puerto Rico,2025,3,2,2015,67447.0639014437,63886.83017221722,71103.82575554214
72,Puerto Rico,2030,3,1,2015,61499.26476854288,56008.96724041121,67380.9431272875
72,Puerto Rico,2030,3,2,2015,58278.84583850423,52633.7441149883,64364.89332114007
72,Puerto Rico,2035,3,1,2015,53590.93224970143,43968.45181896114,64586.54072214012
72,Puerto Rico,2035,3,2,2015,50784.634428989346,41318.81654303472,61695.57163527592
72,Puerto Rico,2040,3,1,2015,45630.8230614594,34918.58886092926,58418.25317808302
72,Puerto Rico,2040,3,2,2015,43241.35764372755,32814.318162191805,55803.38385456542
72,Puerto Rico,2045,3,1,2015,39002.5437961281,28036.391316819158,52668.535426094706
72,Puerto Rico,2045,3,2,2015,36960.16929240948,26346.856926375018,50311.030192576975
72,Puerto Rico,2020,4,1,2015,101390.90381710223,98250.7856936935,104531.02194051097
72,Puerto Rico,2020,4,2,2015,95519.65353876905,92202.68969565505,98836.61738188307
72,Puerto Rico,2025,4,1,2015,83718.0875028698,79590.60572075212,87943.6679046404
72,Puerto Rico,2025,4,2,2015,79458.50106900216,74655.12659438369,84408.95028865582
72,Puerto Rico,2030,4,1,2015,64560.802888797916,59756.97032442482,69610.39445091915
72,Puerto Rico,2030,4,2,2015,61230.79137471245,55984.656262846845,66792.0737199179
72,Puerto Rico,2035,4,1,2015,55810.83946269711,49254.1959030006,63042.28099718783
72,Puerto Rico,2035,4,2,2015,52907.56401658722,46123.466513536565,60461.79166871553
72,Puerto Rico,2040,4,1,2015,48633.99469409997,38665.7859650771,60427.81029570583
72,Puerto Rico,2040,4,2,2015,46104.058144122195,36208.084437962774,57954.338252110625
72,Puerto Rico,2045,4,1,2015,41410.16238191667,30707.3510038161,54656.69907974509
72,Puerto Rico,2045,4,2,2015,39256.009016364835,28755.509044004946,52419.45406776504
72,Puerto Rico,2020,5,1,2015,107979.15452969605,105920.08472736951,110038.2243320226
72,Puerto Rico,2020,5,2,2015,104353.97657863167,102502.21990715414,106205.73325010919
72,Puerto Rico,2025,5,1,2015,88276.92365080173,83911.72024840057,92746.39608083795
72,Puerto Rico,2025,5,2,2015,84031.83011451457,79674.42568888154,88492.79565843348
72,Puerto Rico,2030,5,1,2015,72889.92345914364,67974.87261284249,78029.06835568228
72,Puerto Rico,2030,5,2,2015,69902.29775356458,64511.18026786334,75575.06709053033
72,Puerto Rico,2035,5,1,2015,56210.457278590206,51035.827768214665,61762.65280140963
72,Puerto Rico,2035,5,2,2015,53866.7726269417,48377.60535896781,59801.898201983044
72,Puerto Rico,2040,5,1,2015,48592.22108349162,42065.86520903305,55935.015793992585
72,Puerto Rico,2040,5,2,2015,46544.55147714886,39856.32867518787,54134.116656476785
72,Puerto Rico,2045,5,1,2015,42343.63512716206,33022.76508201339,53615.295478243694
72,Puerto Rico,2045,5,2,2015,40559.280085580845,31288.223178864155,51889.082693392855
72,Puerto Rico,2020,6,1,2015,107122.90252535729,104222.1701973854,110023.63485332919
72,Puerto Rico,2020,6,2,2015,107564.81869847843,105092.12592860148,110037.51146835538
72,Puerto Rico,2025,6,1,2015,91859.50274739815,87667.83219460922,96146.03929301052
72,Puerto Rico,2025,6,2,2015,90990.13943520976,87320.96497688808,94733.54725901593
72,Puerto Rico,2030,6,1,2015,75098.51643080378,69451.97059493011,81037.28223537262
72,Puerto Rico,2030,6,2,2015,73270.49902457868,67874.11766724983,78933.93494914766
72,Puerto Rico,2035,6,1,2015,62008.56223977413,56261.37612154654,68177.99830616855
72,Puerto Rico,2035,6,2,2015,60950.43071641602,54956.6489183386,67411.56028708737
72,Puerto Rico,2040,6,1,2015,47819.08764987714,42241.2840417668,53965.19690437054
72,Puerto Rico,2040,6,2,2015,46968.45595104808,41212.56287954112,53342.18573826942
72,Puerto Rico,2045,6,1,2015,41338.13869503486,34817.03419855398,48873.29161326102
72,Puerto Rico,2045,6,2,2015,40583.93716950393,33953.34348373964,48286.62956004922
72,Puerto Rico,2020,7,1,2015,92788.66552794965,89173.03797501593,96404.29308088336
72,Puerto Rico,2020,7,2,2015,99055.96102475021,96285.97540978114,101825.9466397193
72,Puerto Rico,2025,7,1,2015,89583.17867270387,83761.19850075727,95594.20617383865
72,Puerto Rico,2025,7,2,2015,93451.23920003159,88749.80575465676,98272.81935118102
72,Puerto Rico,2030,7,1,2015,76818.92530365278,70456.82008613515,83536.63569856081
72,Puerto Rico,2030,7,2,2015,79051.32354696468,73742.14396683803,84605.08286721059
72,Puerto Rico,2035,7,1,2015,62802.29210446558,55817.109586695566,70409.36864249906
72,Puerto Rico,2035,7,2,2015,63656.67709481708,57319.37293598625,70494.69064162033
72,Puerto Rico,2040,7,1,2015,51855.616113914075,45216.10214331198,59236.55981087857
72,Puerto Rico,2040,7,2,2015,52953.12490779402,46410.63137064206,60204.23397324217
72,Puerto Rico,2045,7,1,2015,39989.44923930349,33948.44466247797,46887.745219154596
72,Puerto Rico,2045,7,2,2015,40805.725004207445,34803.81539427409,47639.090641936375
72,Puerto Rico,2020,8,1,2015,87227.88777096034,83652.31249342047,90803.46304850021
72,Puerto Rico,2020,8,2,2015,98209.18235778419,94866.84899873636,101551.515716832
72,Puerto Rico,2025,8,1,2015,81387.66682845303,75010.11431892046,88025.21608984462
72,Puerto Rico,2025,8,2,2015,89175.13763651681,83731.44521450669,94788.563864707
72,Puerto Rico,2030,8,1,2015,78576.04005579355,70457.81121410168,87285.5387086274
72,Puerto Rico,2030,8,2,2015,84129.48632019883,77177.90121269588,91480.99988888956
72,Puerto Rico,2035,8,1,2015,67380.1381145013,59266.50307337659,76275.96421058745
72,Puerto Rico,2035,8,2,2015,71165.96098530633,64127.0575624488,78757.86639148426
72,Puerto Rico,2040,8,1,2015,55085.73700008439,46951.94720429729,64289.6668959083
72,Puerto Rico,2040,8,2,2015,57306.92916093421,49845.61785133937,65622.66992369413
72,Puerto Rico,2045,8,1,2015,45484.08562026506,38034.646658287864,54087.95408516481
72,Puerto Rico,2045,8,2,2015,47671.05536189114,40359.24465056437,56043.40607890232
72,Puerto Rico,2020,9,1,2015,94654.33226064412,91988.94280029777,97319.72172099048
72,Puerto Rico,2020,9,2,2015,105837.05885751254,103185.80014495937,108488.31757006572
72,Puerto Rico,2025,9,1,2015,78722.52811726296,73369.70270182291,84257.0890359768
72,Puerto Rico,2025,9,2,2015,89609.55750770718,84391.53508944988,94980.3704226873
72,Puerto Rico,2030,9,1,2015,73451.77160685917,65789.81050454295,81679.13668151268
72,Puerto Rico,2030,9,2,2015,81366.5731905341,74485.71625905394,88655.03231688526
72,Puerto Rico,2035,9,1,2015,70914.29909294118,61797.0801728452,80992.78551301343
72,Puerto Rico,2035,9,2,2015,76762.74113594824,68655.82262996926,85561.49255627875
72,Puerto Rico,2040,9,1,2015,60810.0798129127,51981.416664510354,70776.93396301141
72,Puerto Rico,2040,9,2,2015,64934.35868625366,57046.06915463858,73661.6412936889
72,Puerto Rico,2045,9,1,2015,49714.473096446876,41180.575945487784,59654.775334378675
72,Puerto Rico,2045,9,2,2015,52288.884205640774,44341.60354596206,61376.390627768065
72,Puerto Rico,2020,10,1,2015,96197.2340414886,94222.17679870475,98172.29128427245
72,Puerto Rico,2020,10,2,2015,106532.68214586124,104290.30657539287,108775.05771632961
72,Puerto Rico,2025,10,1,2015,87021.40730652274,82834.60058351026,91308.83613033319
72,Puerto Rico,2025,10,2,2015,98146.81189519666,93674.08366421511,102723.04148007829
72,Puerto Rico,2030,10,1,2015,72374.34378204246,66068.26682887718,79053.00795723031
72,Puerto Rico,2030,10,2,2015,83098.42015320198,76612.2829634989,89932.93240464987
72,Puerto Rico,2035,10,1,2015,67528.62105439861,59242.692759710706,76634.28105457415
72,Puerto Rico,2035,10,2,2015,75454.38091055992,67619.58725752491,83943.73482862345
72,Puerto Rico,2040,10,1,2015,65195.770313296554,55647.30170296318,75990.3218933259
72,Puerto Rico,2040,10,2,2015,71185.06878552404,62327.096015540475,81014.59167047814
72,Puerto Rico,2045,10,1,2015,55906.355233376635,46808.45062560933,66405.44537893125
72,Puerto Rico,2045,10,2,2015,60216.150716121214,51787.53517634332,69747.12119777662
72,Puerto Rico,2020,11,1,2015,97977.24524842053,95378.13297925089,100576.35751759018
72,Puerto Rico,2020,11,2,2015,110808.63372183246,108521.28796011688,113095.97948354803
72,Puerto Rico,2025,11,1,2015,88905.5115118206,84770.12544028892,93137.74222527414
72,Puerto Rico,2025,11,2,2015,99961.39445441421,95837.33490822556,104172.31923829328
72,Puerto Rico,2030,11,1,2015,80425.20979062826,74524.91250825064,86626.26420495077
72,Puerto Rico,2030,11,2,2015,92092.792377706,86081.5815308644,98376.38972435782
72,Puerto Rico,2035,11,1,2015,66888.38944682892,59440.520873037065,74998.94910197142
72,Puerto Rico,2035,11,2,2015,77972.63514026317,70402.6794201504,86127.48493248197
72,Puerto Rico,2040,11,1,2015,62409.971101039184,53299.66540032441,72704.26126464055
72,Puerto Rico,2040,11,2,2015,70800.10548487939,62138.862595734805,80391.71595226131
72,Puerto Rico,2045,11,1,2015,60253.94977168414,50064.951862146314,72093.32612622892
72,Puerto Rico,2045,11,2,2015,66794.13863242176,57275.34006605236,77586.51738403138
72,Puerto Rico,2020,12,1,2015,99231.92670111916,97127.77402576484,101336.07937647347
72,Puerto Rico,2020,12,2,2015,117112.91870097899,114545.1076962497,119680.72970570828
72,Puerto Rico,2025,12,1,2015,90870.15803715047,86583.84891542465,95258.69681940961
72,Puerto Rico,2025,12,2,2015,104030.86756316206,99649.54038885802,108506.36389515115
72,Puerto Rico,2030,12,1,2015,82456.47099965873,76953.9464067754,88213.37507206925
72,Puerto Rico,2030,12,2,2015,93847.11496417678,88002.51595988752,99944.84004372936
72,Puerto Rico,2035,12,1,2015,74591.31459876584,67653.38724394365,82046.17110988806
72,Puerto Rico,2035,12,2,2015,86459.80701663758,79044.30731276594,94384.11861206069
72,Puerto Rico,2040,12,1,2015,62036.43003508304,53959.84297412076,71033.61396866589
72,Puerto Rico,2040,12,2,2015,73203.3290852612,64647.17456118315,82632.29395185971
72,Puerto Rico,2045,12,1,2015,57882.86782983265,48385.20143048224,68860.25058201452
72,Puerto Rico,2045,12,2,2015,66469.51730895854,57058.93483522848,77129.29164330392
72,Puerto Rico,2020,13,1,2015,95454.6306101064,93126.74629993012,97782.51492028267
72,Puerto Rico,2020,13,2,2015,112919.35716434583,110717.33544743397,115121.37888125768
72,Puerto Rico,2025,13,1,2015,92026.92083771649,87878.84317556296,96270.17617745382
72,Puerto Rico,2025,13,2,2015,108860.02218764275,104396.84814511136,113416.28769539211
72,Puerto Rico,2030,13,1,2015,84272.28129292504,78338.95666503021,90496.60872678575
72,Puerto Rico,2030,13,2,2015,96699.85751137187,90820.971274414,102826.8211145976
72,Puerto Rico,2035,13,1,2015,76469.4930503398,69626.05553204367,83803.49044140664
72,Puerto Rico,2035,13,2,2015,87233.7495347654,80205.82877633379,94713.43264653327
72,Puerto Rico,2040,13,1,2015,69175.4078748973,61211.13623307233,77944.5918574605
72,Puerto Rico,2040,13,2,2015,80367.02196964202,72041.2832396902,89443.77575825324
72,Puerto Rico,2045,13,1,2015,57532.10509646123,48821.551055446624,67482.56468339686
72,Puerto Rico,2045,13,2,2015,68044.72228019225,58919.68152468994,78307.07622538277
72,Puerto Rico,2020,14,1,2015,86280.4623435121,84601.8854163374,87959.0392706868
72,Puerto Rico,2020,14,2,2015,105826.79483393299,104369.72004183692,107283.86962602906
72,Puerto Rico,2025,14,1,2015,86823.14261178965,83057.81610051879,90670.85612030257
72,Puerto Rico,2025,14,2,2015,104994.01347283597,101529.12449524958,108515.28360115577
72,Puerto Rico,2030,14,1,2015,83705.38360420805,78377.32000315483,89268.50879196903
72,Puerto Rico,2030,14,2,2015,101219.58646636263,95733.16183416451,106908.03692466415
72,Puerto Rico,2035,14,1,2015,76651.95758603468,69868.89282306508,83914.84915203067
72,Puerto Rico,2035,14,2,2015,89912.89356698593,83283.91992126082,96926.23354142687
72,Puerto Rico,2040,14,1,2015,69554.7367175916,62098.03677194863,77708.51701233753
72,Puerto Rico,2040,14,2,2015,81111.17264517257,73549.70693765729,89278.42164815147
72,Puerto Rico,2045,14,1,2015,62920.21942532171,54592.94454652432,72275.73231702148
72,Puerto Rico,2045,14,2,2015,74726.39235070502,66062.72075896098,84311.15738090953
72,Puerto Rico,2020,15,1,2015,79493.02353483143,79048.91468730953,79937.13238235333
72,Puerto Rico,2020,15,2,2015,99122.60581320358,98596.17312788746,99649.03849851969
72,Puerto Rico,2025,15,1,2015,75386.01272429347,73506.41587432091,77281.99697085662
72,Puerto Rico,2025,15,2,2015,95535.77111838532,93719.99077007377,97365.52326625079
72,Puerto Rico,2030,15,1,2015,75860.16991467471,72164.8500131253,79664.63579109857
72,Puerto Rico,2030,15,2,2015,94783.97277062027,91169.24532109716,98483.09356329101
72,Puerto Rico,2035,15,1,2015,73136.08367506845,68098.19723183241,78432.51453467099
72,Puerto Rico,2035,15,2,2015,91376.58624663696,85964.69397341851,97024.43613212224
72,Puerto Rico,2040,15,1,2015,66973.27868871034,60705.64346475906,73728.71704543901
72,Puerto Rico,2040,15,2,2015,81169.40169913365,74785.75398293031,87965.44606271546
72,Puerto Rico,2045,15,1,2015,60772.20873424685,53953.928963576756,68275.75000990956
72,Puerto Rico,2045,15,2,2015,73223.59556606687,66044.80545292026,81024.67100094463
72,Puerto Rico,2020,16,1,2015,59018.63707970768,58400.4954882266,59636.77867118876
72,Puerto Rico,2020,16,2,2015,76046.4856566005,75518.44330901535,76574.52800418565
72,Puerto Rico,2025,16,1,2015,66151.12244960488,65092.57755767505,67217.40886461071
72,Puerto Rico,2025,16,2,2015,86264.05691353655,85210.10632446308,87324.36988275696
72,Puerto Rico,2030,16,1,2015,62733.42158796004,60528.62452587331,64984.762818567666
72,Puerto Rico,2030,16,2,2015,83142.51960411249,80995.94664680664,85323.28154532639
72,Puerto Rico,2035,16,1,2015,63127.997476088465,59423.916381377756,66988.2723639295
72,Puerto Rico,2035,16,2,2015,82488.2473023802,78791.50722468001,86302.62990090708
72,Puerto Rico,2040,16,1,2015,60861.11474366203,56075.2440736865,65952.20819955683
72,Puerto Rico,2040,16,2,2015,79522.87948723989,74293.56009714198,85024.38032649191
72,Puerto Rico,2045,16,1,2015,55732.65882190458,49987.86916998328,61996.886440731345
72,Puerto Rico,2045,16,2,2015,70639.80845103123,64632.346735962696,77085.81301561062
72,Puerto Rico,2020,17,1,2015,37862.567019354916,37220.70717274498,38504.42686596486
72,Puerto Rico,2020,17,2,2015,52246.57054900802,51231.94656108908,53261.19453692697
72,Puerto Rico,2025,17,1,2015,43586.58621013922,42398.9182591577,44789.73205247953
72,Puerto Rico,2025,17,2,2015,61098.403448641446,59495.8687967539,62717.41580839769
72,Puerto Rico,2030,17,1,2015,48854.086509201035,47257.38800798578,50483.10454371267
72,Puerto Rico,2030,17,2,2015,69307.55717259577,67131.27394977027,71521.94024420004
72,Puerto Rico,2035,17,1,2015,46330.03782530201,43943.94571753453,48806.29334769468
72,Puerto Rico,2035,17,2,2015,66799.60503957536,63811.22284325485,69882.97370272677
72,Puerto Rico,2040,17,1,2015,46621.440961926884,43141.92460577641,50311.01338289495
72,Puerto Rico,2040,17,2,2015,66273.93981374199,62074.49426567332,70685.09680604994
72,Puerto Rico,2045,17,1,2015,44947.29725861265,40710.77942004542,49532.88556738557
72,Puerto Rico,2045,17,2,2015,63891.459708596805,58530.866240136515,69638.16237295594
72,Puerto Rico,2020,18,1,2015,33438.85054406818,31755.453218922812,35122.24786921355
72,Puerto Rico,2020,18,2,2015,56763.00154927169,54542.82976695823,58983.17333158516
72,Puerto Rico,2025,18,1,2015,39245.41489141926,36054.27367886693,42565.41874892841
72,Puerto Rico,2025,18,2,2015,65695.3169182921,61252.554666186435,70290.57847584254
72,Puerto Rico,2030,18,1,2015,45592.02832994971,41007.97778613237,50502.19349321138
72,Puerto Rico,2030,18,2,2015,76413.04779405202,69923.56463209476,83293.34502647715
72,Puerto Rico,2035,18,1,2015,51984.61809609991,46136.86289054235,58382.1218856869
72,Puerto Rico,2035,18,2,2015,87819.45603986323,79366.36014681916,96949.6836698853
72,Puerto Rico,2040,18,1,2015,54113.923585186436,47085.80628911846,61968.29879732376
72,Puerto Rico,2040,18,2,2015,93182.1676179461,82911.94775844207,104475.29990208664
72,Puerto Rico,2045,18,1,2015,55446.319456036785,47162.603494245304,64911.473416158304
72,Puerto Rico,2045,18,2,2015,96097.24458726955,83959.43035034489,109690.36437619694
72,Puerto Rico,2000,1,1,2017,148240,148240,148240
72,Puerto Rico,2001,1,1,2017,144817,144817,144817
72,Puerto Rico,2002,1,1,2017,140687,140687,140687
72,Puerto Rico,2003,1,1,2017,136835,136835,136835
72,Puerto Rico,2004,1,1,2017,132832,132832,132832
72,Puerto Rico,2005,1,1,2017,128055,128055,128055
72,Puerto Rico,2006,1,1,2017,123906,123906,123906
72,Puerto Rico,2007,1,1,2017,120634,120634,120634
72,Puerto Rico,2008,1,1,2017,117558,117558,117558
72,Puerto Rico,2000,1,2,2017,141297,141297,141297
72,Puerto Rico,2001,1,2,2017,138315,138315,138315
72,Puerto Rico,2002,1,2,2017,134395,134395,134395
72,Puerto Rico,2003,1,2,2017,130757,130757,130757
72,Puerto Rico,2004,1,2,2017,126749,126749,126749
72,Puerto Rico,2005,1,2,2017,122031,122031,122031
72,Puerto Rico,2006,1,2,2017,117938,117938,117938
72,Puerto Rico,2007,1,2,2017,114618,114618,114618
72,Puerto Rico,2008,1,2,2017,111675,111675,111675
72,Puerto Rico,2000,2,1,2017,154434,154434,154434
72,Puerto Rico,2001,2,1,2017,153068,153068,153068
72,Puerto Rico,2002,2,1,2017,151033,151033,151033
72,Puerto Rico,2003,2,1,2017,148436,148436,148436
72,Puerto Rico,2004,2,1,2017,145120,145120,145120
72,Puerto Rico,2005,2,1,2017,141665,141665,141665
72,Puerto Rico,2006,2,1,2017,136972,136972,136972
72,Puerto Rico,2007,2,1,2017,131685,131685,131685
72,Puerto Rico,2008,2,1,2017,126784,126784,126784
72,Puerto Rico,2000,2,2,2017,147490,147490,147490
72,Puerto Rico,2001,2,2,2017,146053,146053,146053
72,Puerto Rico,2002,2,2,2017,143775,143775,143775
72,Puerto Rico,2003,2,2,2017,141231,141231,141231
72,Puerto Rico,2004,2,2,2017,138521,138521,138521
72,Puerto Rico,2005,2,2,2017,135139,135139,135139
72,Puerto Rico,2006,2,2,2017,130746,130746,130746
