STATE,NAME,YEAR,AGE,SEX,LaunchYear,Mean,Lower80,Upper80
72,Puerto Rico,2007,2,2,2017,125388,125388,125388
72,Puerto Rico,2008,2,2,2017,120411,120411,120411
72,Puerto Rico,2000,3,1,2017,155920,155920,155920
72,Puerto Rico,2001,3,1,2017,155133,155133,155133
72,Puerto Rico,2002,3,1,2017,154464,154464,154464
72,Puerto Rico,2003,3,1,2017,153129,153129,153129
72,Puerto Rico,2004,3,1,2017,150573,150573,150573
72,Puerto Rico,2005,3,1,2017,148428,148428,148428
72,Puerto Rico,2006,3,1,2017,146162,146162,146162
72,Puerto Rico,2007,3,1,2017,143369,143369,143369
72,Puerto Rico,2008,3,1,2017,140100,140100,140100
72,Puerto Rico,2000,3,2,2017,149415,149415,149415
72,Puerto Rico,2001,3,2,2017,148576,148576,148576
72,Puerto Rico,2002,3,2,2017,148149,148149,148149
72,Puerto Rico,2003,3,2,2017,147116,147116,147116
72,Puerto Rico,2004,3,2,2017,144528,144528,144528
72,Puerto Rico,2005,3,2,2017,142671,142671,142671
72,Puerto Rico,2006,3,2,2017,140297,140297,140297
72,Puerto Rico,2007,3,2,2017,137116,137116,137116
72,Puerto Rico,2008,3,2,2017,133685,133685,133685
72,Puerto Rico,2000,4,1,2017,156319,156319,156319
72,Puerto Rico,2001,4,1,2017,153914,153914,153914
72,Puerto Rico,2002,4,1,2017,151565,151565,151565
72,Puerto Rico,2003,4,1,2017,150891,150891,150891
72,Puerto Rico,2004,4,1,2017,151692,151692,151692
72,Puerto Rico,2005,4,1,2017,151162,151162,151162
72,Puerto Rico,2006,4,1,2017,149682,149682,149682
72,Puerto Rico,2007,4,1,2017,148630,148630,148630
72,Puerto Rico,2008,4,1,2017,146908,146908,146908
72,Puerto Rico,2000,4,2,2017,150684,150684,150684
72,Puerto Rico,2001,4,2,2017,148106,148106,148106
72,Puerto Rico,2002,4,2,2017,146417,146417,146417
72,Puerto Rico,2003,4,2,2017,145877,145877,145877
72,Puerto Rico,2004,4,2,2017,146684,146684,146684
72,Puerto Rico,2005,4,2,2017,145798,145798,145798
72,Puerto Rico,2006,4,2,2017,144224,144224,144224
72,Puerto Rico,2007,4,2,2017,143143,143143,143143
72,Puerto Rico,2008,4,2,2017,141571,141571,141571
72,Puerto Rico,2000,5,1,2017,151469,151469,151469
72,Puerto Rico,2001,5,1,2017,152118,152118,152118
72,Puerto Rico,2002,5,1,2017,152002,152002,152002
72,Puerto Rico,2003,5,1,2017,149970,149970,149970
72,Puerto Rico,2004,5,1,2017,146244,146244,146244
72,Puerto Rico,2005,5,1,2017,141992,141992,141992
72,Puerto Rico,2006,5,1,2017,137448,137448,137448
72,Puerto Rico,2007,5,1,2017,133291,133291,133291
72,Puerto Rico,2008,5,1,2017,131059,131059,131059
72,Puerto Rico,2000,5,2,2017,153178,153178,153178
72,Puerto Rico,2001,5,2,2017,153016,153016,153016
72,Puerto Rico,2002,5,2,2017,151466,151466,151466
72,Puerto Rico,2003,5,2,2017,148818,148818,148818
72,Puerto Rico,2004,5,2,2017,144548,144548,144548
72,Puerto Rico,2005,5,2,2017,140188,140188,140188
72,Puerto Rico,2006,5,2,2017,135878,135878,135878
72,Puerto Rico,2007,5,2,2017,132582,132582,132582
72,Puerto Rico,2008,5,2,2017,130543,130543,130543
72,Puerto Rico,2000,6,1,2017,129839,129839,129839
72,Puerto Rico,2001,6,1,2017,128954,128954,128954
72,Puerto Rico,2002,6,1,2017,129145,129145,129145
72,Puerto Rico,2003,6,1,2017,129921,129921,129921
72,Puerto Rico,2004,6,1,2017,130496,130496,130496
72,Puerto Rico,2005,6,1,2017,129801,129801,129801
72,Puerto Rico,2006,6,1,2017,128042,128042,128042
72,Puerto Rico,2007,6,1,2017,125789,125789,125789
72,Puerto Rico,2008,6,1,2017,122189,122189,122189
72,Puerto Rico,2000,6,2,2017,136155,136155,136155
72,Puerto Rico,2001,6,2,2017,135987,135987,135987
72,Puerto Rico,2002,6,2,2017,137057,137057,137057
72,Puerto Rico,2003,6,2,2017,138041,138041,138041
72,Puerto Rico,2004,6,2,2017,138773,138773,138773
72,Puerto Rico,2005,6,2,2017,138193,138193,138193
72,Puerto Rico,2006,6,2,2017,136302,136302,136302
72,Puerto Rico,2007,6,2,2017,133184,133184,133184
72,Puerto Rico,2008,6,2,2017,129304,129304,129304
72,Puerto Rico,2000,7,1,2017,124544,124544,124544
72,Puerto Rico,2001,7,1,2017,123900,123900,123900
72,Puerto Rico,2002,7,1,2017,123245,123245,123245
72,Puerto Rico,2003,7,1,2017,122186,122186,122186
72,Puerto Rico,2004,7,1,2017,120606,120606,120606
72,Puerto Rico,2005,7,1,2017,118482,118482,118482
72,Puerto Rico,2006,7,1,2017,117625,117625,117625
72,Puerto Rico,2007,7,1,2017,117901,117901,117901
72,Puerto Rico,2008,7,1,2017,118875,118875,118875
72,Puerto Rico,2000,7,2,2017,133828,133828,133828
72,Puerto Rico,2001,7,2,2017,132423,132423,132423
72,Puerto Rico,2002,7,2,2017,131153,131153,131153
72,Puerto Rico,2003,7,2,2017,130158,130158,130158
72,Puerto Rico,2004,7,2,2017,128745,128745,128745
72,Puerto Rico,2005,7,2,2017,126837,126837,126837
72,Puerto Rico,2006,7,2,2017,126329,126329,126329
72,Puerto Rico,2007,7,2,2017,126989,126989,126989
72,Puerto Rico,2008,7,2,2017,127751,127751,127751
72,Puerto Rico,2000,8,1,2017,124760,124760,124760
72,Puerto Rico,2001,8,1,2017,124086,124086,124086
72,Puerto Rico,2002,8,1,2017,122485,122485,122485
72,Puerto Rico,2003,8,1,2017,120893,120893,120893
72,Puerto Rico,2004,8,1,2017,119731,119731,119731
72,Puerto Rico,2005,8,1,2017,118851,118851,118851
72,Puerto Rico,2006,8,1,2017,118386,118386,118386
72,Puerto Rico,2007,8,1,2017,117889,117889,117889
72,Puerto Rico,2008,8,1,2017,116878,116878,116878
72,Puerto Rico,2000,8,2,2017,140452,140452,140452
72,Puerto Rico,2001,8,2,2017,139265,139265,139265
72,Puerto Rico,2002,8,2,2017,136692,136692,136692
72,Puerto Rico,2003,8,2,2017,133902,133902,133902
72,Puerto Rico,2004,8,2,2017,131661,131661,131661
72,Puerto Rico,2005,8,2,2017,129689,129689,129689
72,Puerto Rico,2006,8,2,2017,128330,128330,128330
72,Puerto Rico,2007,8,2,2017,127024,127024,127024
72,Puerto Rico,2008,8,2,2017,126064,126064,126064
72,Puerto Rico,2000,9,1,2017,117338,117338,117338
72,Puerto Rico,2001,9,1,2017,117507,117507,117507
72,Puerto Rico,2002,9,1,2017,118339,118339,118339
72,Puerto Rico,2003,9,1,2017,119781,119781,119781
72,Puerto Rico,2004,9,1,2017,120363,120363,120363
72,Puerto Rico,2005,9,1,2017,120495,120495,120495
72,Puerto Rico,2006,9,1,2017,119571,119571,119571
72,Puerto Rico,2007,9,1,2017,117762,117762,117762
72,Puerto Rico,2008,9,1,2017,115863,115863,115863
72,Puerto Rico,2000,9,2,2017,135437,135437,135437
72,Puerto Rico,2001,9,2,2017,135501,135501,135501
72,Puerto Rico,2002,9,2,2017,136447,136447,136447
72,Puerto Rico,2003,9,2,2017,137364,137364,137364
72,Puerto Rico,2004,9,2,2017,137350,137350,137350
72,Puerto Rico,2005,9,2,2017,137036,137036,137036
72,Puerto Rico,2006,9,2,2017,135417,135417,135417
72,Puerto Rico,2007,9,2,2017,132379,132379,132379
72,Puerto Rico,2008,9,2,2017,129131,129131,129131
72,Puerto Rico,2000,10,1,2017,108550,108550,108550
72,Puerto Rico,2001,10,1,2017,110081,110081,110081
72,Puerto Rico,2002,10,1,2017,111316,111316,111316
72,Puerto Rico,2003,10,1,2017,112136,112136,112136
72,Puerto Rico,2004,10,1,2017,112946,112946,112946
72,Puerto Rico,2005,10,1,2017,113576,113576,113576
72,Puerto Rico,2006,10,1,2017,113488,113488,113488
72,Puerto Rico,2007,10,1,2017,114012,114012,114012
72,Puerto Rico,2008,10,1,2017,115135,115135,115135
72,Puerto Rico,2000,10,2,2017,127229,127229,127229
72,Puerto Rico,2001,10,2,2017,128922,128922,128922
72,Puerto Rico,2002,10,2,2017,130046,130046,130046
72,Puerto Rico,2003,10,2,2017,130966,130966,130966
72,Puerto Rico,2004,10,2,2017,131812,131812,131812
72,Puerto Rico,2005,10,2,2017,132160,132160,132160
72,Puerto Rico,2006,10,2,2017,131810,131810,131810
72,Puerto Rico,2007,10,2,2017,132264,132264,132264
72,Puerto Rico,2008,10,2,2017,132739,132739,132739
72,Puerto Rico,2000,11,1,2017,106234,106234,106234
72,Puerto Rico,2001,11,1,2017,105400,105400,105400
72,Puerto Rico,2002,11,1,2017,104889,104889,104889
72,Puerto Rico,2003,11,1,2017,105088,105088,105088
72,Puerto Rico,2004,11,1,2017,105484,105484,105484
72,Puerto Rico,2005,11,1,2017,106311,106311,106311
72,Puerto Rico,2006,11,1,2017,107826,107826,107826
72,Puerto Rico,2007,11,1,2017,109082,109082,109082
72,Puerto Rico,2008,11,1,2017,109888,109888,109888
72,Puerto Rico,2000,11,2,2017,123915,123915,123915
72,Puerto Rico,2001,11,2,2017,123273,123273,123273
72,Puerto Rico,2002,11,2,2017,122955,122955,122955
72,Puerto Rico,2003,11,2,2017,123251,123251,123251
72,Puerto Rico,2004,11,2,2017,123663,123663,123663
72,Puerto Rico,2005,11,2,2017,125112,125112,125112
72,Puerto Rico,2006,11,2,2017,126725,126725,126725
72,Puerto Rico,2007,11,2,2017,127731,127731,127731
72,Puerto Rico,2008,11,2,2017,128567,128567,128567
72,Puerto Rico,2000,12,1,2017,92071,92071,92071
72,Puerto Rico,2001,12,1,2017,95852,95852,95852
72,Puerto Rico,2002,12,1,2017,98839,98839,98839
72,Puerto Rico,2003,12,1,2017,101231,101231,101231
72,Puerto Rico,2004,12,1,2017,103423,103423,103423
72,Puerto Rico,2005,12,1,2017,103417,103417,103417
72,Puerto Rico,2006,12,1,2017,102475,102475,102475
72,Puerto Rico,2007,12,1,2017,101846,101846,101846
72,Puerto Rico,2008,12,1,2017,101947,101947,101947
72,Puerto Rico,2000,12,2,2017,107988,107988,107988
72,Puerto Rico,2001,12,2,2017,112447,112447,112447
72,Puerto Rico,2002,12,2,2017,116070,116070,116070
72,Puerto Rico,2003,12,2,2017,119032,119032,119032
72,Puerto Rico,2004,12,2,2017,121822,121822,121822
72,Puerto Rico,2005,12,2,2017,121827,121827,121827
72,Puerto Rico,2006,12,2,2017,121135,121135,121135
72,Puerto Rico,2007,12,2,2017,120788,120788,120788
72,Puerto Rico,2008,12,2,2017,121026,121026,121026
72,Puerto Rico,2000,13,1,2017,75636,75636,75636
72,Puerto Rico,2001,13,1,2017,77521,77521,77521
72,Puerto Rico,2002,13,1,2017,79818,79818,79818
72,Puerto Rico,2003,13,1,2017,82224,82224,82224
72,Puerto Rico,2004,13,1,2017,85146,85146,85146
72,Puerto Rico,2005,13,1,2017,89106,89106,89106
72,Puerto Rico,2006,13,1,2017,92856,92856,92856
72,Puerto Rico,2007,13,1,2017,95819,95819,95819
72,Puerto Rico,2008,13,1,2017,98310,98310,98310
72,Puerto Rico,2000,13,2,2017,88472,88472,88472
72,Puerto Rico,2001,13,2,2017,91207,91207,91207
72,Puerto Rico,2002,13,2,2017,94276,94276,94276
72,Puerto Rico,2003,13,2,2017,97146,97146,97146
72,Puerto Rico,2004,13,2,2017,100220,100220,100220
72,Puerto Rico,2005,13,2,2017,105019,105019,105019
72,Puerto Rico,2006,13,2,2017,109314,109314,109314
72,Puerto Rico,2007,13,2,2017,112832,112832,112832
72,Puerto Rico,2008,13,2,2017,115798,115798,115798
72,Puerto Rico,2000,14,1,2017,63339,63339,63339
72,Puerto Rico,2001,14,1,2017,65271,65271,65271
72,Puerto Rico,2002,14,1,2017,67270,67270,67270
72,Puerto Rico,2003,14,1,2017,69506,69506,69506
72,Puerto Rico,2004,14,1,2017,70519,70519,70519
72,Puerto Rico,2005,14,1,2017,71626,71626,71626
72,Puerto Rico,2006,14,1,2017,73438,73438,73438
72,Puerto Rico,2007,14,1,2017,75619,75619,75619
72,Puerto Rico,2008,14,1,2017,77970,77970,77970
72,Puerto Rico,2000,14,2,2017,75394,75394,75394
72,Puerto Rico,2001,14,2,2017,76999,76999,76999
72,Puerto Rico,2002,14,2,2017,79075,79075,79075
72,Puerto Rico,2003,14,2,2017,81385,81385,81385
72,Puerto Rico,2004,14,2,2017,83089,83089,83089
72,Puerto Rico,2005,14,2,2017,84754,84754,84754
72,Puerto Rico,2006,14,2,2017,87245,87245,87245
72,Puerto Rico,2007,14,2,2017,90107,90107,90107
72,Puerto Rico,2008,14,2,2017,92882,92882,92882
72,Puerto Rico,2000,15,1,2017,48960,48960,48960
72,Puerto Rico,2001,15,1,2017,50030,50030,50030
72,Puerto Rico,2002,15,1,2017,51266,51266,51266
72,Puerto Rico,2003,15,1,2017,52275,52275,52275
72,Puerto Rico,2004,15,1,2017,54682,54682,54682
72,Puerto Rico,2005,15,1,2017,56296,56296,56296
72,Puerto Rico,2006,15,1,2017,57865,57865,57865
72,Puerto Rico,2007,15,1,2017,59460,59460,59460
72,Puerto Rico,2008,15,1,2017,61201,61201,61201
72,Puerto Rico,2000,15,2,2017,60814,60814,60814
72,Puerto Rico,2001,15,2,2017,62309,62309,62309
72,Puerto Rico,2002,15,2,2017,63556,63556,63556
72,Puerto Rico,2003,15,2,2017,64683,64683,64683
72,Puerto Rico,2004,15,2,2017,67528,67528,67528
72,Puerto Rico,2005,15,2,2017,68829,68829,68829
72,Puerto Rico,2006,15,2,2017,70053,70053,70053
72,Puerto Rico,2007,15,2,2017,71642,71642,71642
72,Puerto Rico,2008,15,2,2017,73458,73458,73458
72,Puerto Rico,2000,16,1,2017,36640,36640,36640
72,Puerto Rico,2001,16,1,2017,37247,37247,37247
72,Puerto Rico,2002,16,1,2017,37905,37905,37905
72,Puerto Rico,2003,16,1,2017,38493,38493,38493
72,Puerto Rico,2004,16,1,2017,38658,38658,38658
72,Puerto Rico,2005,16,1,2017,39637,39637,39637
72,Puerto Rico,2006,16,1,2017,40479,40479,40479
72,Puerto Rico,2007,16,1,2017,41463,41463,41463
72,Puerto Rico,2008,16,1,2017,42200,42200,42200
72,Puerto Rico,2000,16,2,2017,48505,48505,48505
72,Puerto Rico,2001,16,2,2017,49465,49465,49465
72,Puerto Rico,2002,16,2,2017,50399,50399,50399
72,Puerto Rico,2003,16,2,2017,51324,51324,51324
72,Puerto Rico,2004,16,2,2017,51252,51252,51252
72,Puerto Rico,2005,16,2,2017,52346,52346,52346
72,Puerto Rico,2006,16,2,2017,53486,53486,53486
72,Puerto Rico,2007,16,2,2017,54428,54428,54428
72,Puerto Rico,2008,16,2,2017,55303,55303,55303
72,Puerto Rico,2000,17,1,2017,23497,23497,23497
72,Puerto Rico,2001,17,1,2017,24284,24284,24284
72,Puerto Rico,2002,17,1,2017,24931,24931,24931
72,Puerto Rico,2003,17,1,2017,25374,25374,25374
72,Puerto Rico,2004,17,1,2017,25776,25776,25776
72,Puerto Rico,2005,17,1,2017,26126,26126,26126
72,Puerto Rico,2006,17,1,2017,26554,26554,26554
72,Puerto Rico,2007,17,1,2017,27001,27001,27001
72,Puerto Rico,2008,17,1,2017,27454,27454,27454
72,Puerto Rico,2000,17,2,2017,32088,32088,32088
72,Puerto Rico,2001,17,2,2017,33410,33410,33410
72,Puerto Rico,2002,17,2,2017,34689,34689,34689
72,Puerto Rico,2003,17,2,2017,35844,35844,35844
72,Puerto Rico,2004,17,2,2017,36873,36873,36873
72,Puerto Rico,2005,17,2,2017,37661,37661,37661
72,Puerto Rico,2006,17,2,2017,38296,38296,38296
72,Puerto Rico,2007,17,2,2017,38829,38829,38829
72,Puerto Rico,2008,17,2,2017,39461,39461,39461
72,Puerto Rico,2000,18,1,2017,19252,19252,19252
72,Puerto Rico,2001,18,1,2017,19307,19307,19307
72,Puerto Rico,2002,18,1,2017,19532,19532,19532
72,Puerto Rico,2003,18,1,2017,19915,19915,19915
72,Puerto Rico,2004,18,1,2017,20427,20427,20427
72,Puerto Rico,2005,18,1,2017,20932,20932,20932
72,Puerto Rico,2006,18,1,2017,21513,21513,21513
72,Puerto Rico,2007,18,1,2017,22089,22089,22089
72,Puerto Rico,2008,18,1,2017,22730,22730,22730
72,Puerto Rico,2000,18,2,2017,29391,29391,29391
72,Puerto Rico,2001,18,2,2017,29937,29937,29937
72,Puerto Rico,2002,18,2,2017,30747,30747,30747
72,Puerto Rico,2003,18,2,2017,31699,31699,31699
72,Puerto Rico,2004,18,2,2017,32826,32826,32826
72,Puerto Rico,2005,18,2,2017,33966,33966,33966
72,Puerto Rico,2006,18,2,2017,35182,35182,35182
72,Puerto Rico,2007,18,2,2017,36481,36481,36481
72,Puerto Rico,2008,18,2,2017,37992,37992,37992
72,Puerto Rico,2010,1,1,2017,113948,113948,113948
72,Puerto Rico,2010,2,1,2017,122270,122270,122270
72,Puerto Rico,2010,3,1,2017,136801,136801,136801
72,Puerto Rico,2010,4,1,2017,144217,144217,144217
72,Puerto Rico,2010,5,1,2017,131268,131268,131268
72,Puerto Rico,2010,6,1,2017,117769,117769,117769
72,Puerto Rico,2010,7,1,2017,119411,119411,119411
72,Puerto Rico,2010,8,1,2017,115433,115433,115433
72,Puerto Rico,2010,9,1,2017,114787,114787,114787
72,Puerto Rico,2010,10,1,2017,115450,115450,115450
72,Puerto Rico,2010,11,1,2017,110657,110657,110657
72,Puerto Rico,2010,12,1,2017,102341,102341,102341
72,Puerto Rico,2010,13,1,2017,99948,99948,99948
72,Puerto Rico,2010,14,1,2017,81028,81028,81028
72,Puerto Rico,2010,15,1,2017,62033,62033,62033
72,Puerto Rico,2010,16,1,2017,43976,43976,43976
72,Puerto Rico,2010,17,1,2017,27843,27843,27843
72,Puerto Rico,2010,18,1,2017,23602,23602,23602
72,Puerto Rico,2010,1,2,2017,108371,108371,108371
72,Puerto Rico,2010,2,2,2017,115784,115784,115784
72,Puerto Rico,2010,3,2,2017,130668,130668,130668
72,Puerto Rico,2010,4,2,2017,138682,138682,138682
72,Puerto Rico,2010,5,2,2017,130897,130897,130897
72,Puerto Rico,2010,6,2,2017,124700,124700,124700
72,Puerto Rico,2010,7,2,2017,128372,128372,128372
72,Puerto Rico,2010,8,2,2017,124848,124848,124848
72,Puerto Rico,2010,9,2,2017,126901,126901,126901
72,Puerto Rico,2010,10,2,2017,132380,132380,132380
72,Puerto Rico,2010,11,2,2017,129118,129118,129118
72,Puerto Rico,2010,12,2,2017,121649,121649,121649
72,Puerto Rico,2010,13,2,2017,117971,117971,117971
72,Puerto Rico,2010,14,2,2017,96386,96386,96386
72,Puerto Rico,2010,15,2,2017,74983,74983,74983
72,Puerto Rico,2010,16,2,2017,57523,57523,57523
72,Puerto Rico,2010,17,2,2017,39724,39724,39724
72,Puerto Rico,2010,18,2,2017,39786,39786,39786
72,Puerto Rico,2011,1,1,2017,109273,109273,109273
72,Puerto Rico,2011,2,1,2017,117830,117830,117830
72,Puerto Rico,2011,3,1,2017,133296,133296,133296
72,Puerto Rico,2011,4,1,2017,140690,140690,140690
72,Puerto Rico,2011,5,1,2017,132905,132905,132905
72,Puerto Rico,2011,6,1,2017,114401,114401,114401
72,Puerto Rico,2011,7,1,2017,117297,117297,117297
72,Puerto Rico,2011,8,1,2017,112635,112635,112635
72,Puerto Rico,2011,9,1,2017,113428,113428,113428
72,Puerto Rico,2011,10,1,2017,114768,114768,114768
72,Puerto Rico,2011,11,1,2017,110266,110266,110266
72,Puerto Rico,2011,12,1,2017,102603,102603,102603
72,Puerto Rico,2011,13,1,2017,98590,98590,98590
72,Puerto Rico,2011,14,1,2017,84114,84114,84114
72,Puerto Rico,2011,15,1,2017,63207,63207,63207
72,Puerto Rico,2011,16,1,2017,45248,45248,45248
72,Puerto Rico,2011,17,1,2017,28641,28641,28641
72,Puerto Rico,2011,18,1,2017,24249,24249,24249
72,Puerto Rico,2011,1,2,2017,104188,104188,104188
72,Puerto Rico,2011,2,2,2017,111079,111079,111079
72,Puerto Rico,2011,3,2,2017,126549,126549,126549
72,Puerto Rico,2011,4,2,2017,134268,134268,134268
72,Puerto Rico,2011,5,2,2017,131188,131188,131188
72,Puerto Rico,2011,6,2,2017,119589,119589,119589
72,Puerto Rico,2011,7,2,2017,126267,126267,126267
72,Puerto Rico,2011,8,2,2017,121968,121968,121968
72,Puerto Rico,2011,9,2,2017,124337,124337,124337
72,Puerto Rico,2011,10,2,2017,131004,131004,131004
72,Puerto Rico,2011,11,2,2017,127952,127952,127952
72,Puerto Rico,2011,12,2,2017,122116,122116,122116
72,Puerto Rico,2011,13,2,2017,117001,117001,117001
72,Puerto Rico,2011,14,2,2017,100410,100410,100410
72,Puerto Rico,2011,15,2,2017,76738,76738,76738
72,Puerto Rico,2011,16,2,2017,58772,58772,58772
72,Puerto Rico,2011,17,2,2017,40698,40698,40698
72,Puerto Rico,2011,18,2,2017,41167,41167,41167
72,Puerto Rico,2012,1,1,2017,104437,104437,104437
72,Puerto Rico,2012,2,1,2017,114141,114141,114141
72,Puerto Rico,2012,3,1,2017,128131,128131,128131
72,Puerto Rico,2012,4,1,2017,137024,137024,137024
72,Puerto Rico,2012,5,1,2017,132933,132933,132933
72,Puerto Rico,2012,6,1,2017,111481,111481,111481
72,Puerto Rico,2012,7,1,2017,113719,113719,113719
72,Puerto Rico,2012,8,1,2017,110466,110466,110466
72,Puerto Rico,2012,9,1,2017,111927,111927,111927
72,Puerto Rico,2012,10,1,2017,113163,113163,113163
72,Puerto Rico,2012,11,1,2017,109195,109195,109195
72,Puerto Rico,2012,12,1,2017,103170,103170,103170
72,Puerto Rico,2012,13,1,2017,96402,96402,96402
72,Puerto Rico,2012,14,1,2017,86887,86887,86887
72,Puerto Rico,2012,15,1,2017,64756,64756,64756
72,Puerto Rico,2012,16,1,2017,46606,46606,46606
72,Puerto Rico,2012,17,1,2017,29307,29307,29307
72,Puerto Rico,2012,18,1,2017,25327,25327,25327
72,Puerto Rico,2012,1,2,2017,100050,100050,100050
72,Puerto Rico,2012,2,2,2017,107838,107838,107838
72,Puerto Rico,2012,3,2,2017,121438,121438,121438
72,Puerto Rico,2012,4,2,2017,130895,130895,130895
72,Puerto Rico,2012,5,2,2017,130792,130792,130792
72,Puerto Rico,2012,6,2,2017,116166,116166,116166
72,Puerto Rico,2012,7,2,2017,123796,123796,123796
72,Puerto Rico,2012,8,2,2017,120311,120311,120311
72,Puerto Rico,2012,9,2,2017,122137,122137,122137
72,Puerto Rico,2012,10,2,2017,128847,128847,128847
72,Puerto Rico,2012,11,2,2017,126822,126822,126822
72,Puerto Rico,2012,12,2,2017,122668,122668,122668
72,Puerto Rico,2012,13,2,2017,115460,115460,115460
72,Puerto Rico,2012,14,2,2017,104153,104153,104153
72,Puerto Rico,2012,15,2,2017,79336,79336,79336
72,Puerto Rico,2012,16,2,2017,60221,60221,60221
72,Puerto Rico,2012,17,2,2017,41769,41769,41769
72,Puerto Rico,2012,18,2,2017,42717,42717,42717
72,Puerto Rico,2013,1,1,2017,100224,100224,100224
72,Puerto Rico,2013,2,1,2017,110739,110739,110739
72,Puerto Rico,2013,3,1,2017,123213,123213,123213
72,Puerto Rico,2013,4,1,2017,133352,133352,133352
72,Puerto Rico,2013,5,1,2017,132712,132712,132712
72,Puerto Rico,2013,6,1,2017,110260,110260,110260
72,Puerto Rico,2013,7,1,2017,110260,110260,110260
72,Puerto Rico,2013,8,1,2017,109153,109153,109153
72,Puerto Rico,2013,9,1,2017,110515,110515,110515
72,Puerto Rico,2013,10,1,2017,111031,111031,111031
72,Puerto Rico,2013,11,1,2017,108981,108981,108981
72,Puerto Rico,2013,12,1,2017,103584,103584,103584
72,Puerto Rico,2013,13,1,2017,95392,95392,95392
72,Puerto Rico,2013,14,1,2017,89338,89338,89338
72,Puerto Rico,2013,15,1,2017,66940,66940,66940
72,Puerto Rico,2013,16,1,2017,48182,48182,48182
72,Puerto Rico,2013,17,1,2017,30073,30073,30073
72,Puerto Rico,2013,18,1,2017,26331,26331,26331
72,Puerto Rico,2013,1,2,2017,95374,95374,95374
72,Puerto Rico,2013,2,2,2017,104618,104618,104618
72,Puerto Rico,2013,3,2,2017,115764,115764,115764
72,Puerto Rico,2013,4,2,2017,127075,127075,127075
72,Puerto Rico,2013,5,2,2017,129937,129937,129937
72,Puerto Rico,2013,6,2,2017,114137,114137,114137
72,Puerto Rico,2013,7,2,2017,119756,119756,119756
72,Puerto Rico,2013,8,2,2017,119382,119382,119382
72,Puerto Rico,2013,9,2,2017,119871,119871,119871
72,Puerto Rico,2013,10,2,2017,125230,125230,125230
72,Puerto Rico,2013,11,2,2017,126616,126616,126616
72,Puerto Rico,2013,12,2,2017,122475,122475,122475
72,Puerto Rico,2013,13,2,2017,114316,114316,114316
72,Puerto Rico,2013,14,2,2017,106926,106926,106926
72,Puerto Rico,2013,15,2,2017,82119,82119,82119
72,Puerto Rico,2013,16,2,2017,61768,61768,61768
72,Puerto Rico,2013,17,2,2017,42877,42877,42877
72,Puerto Rico,2013,18,2,2017,44556,44556,44556
72,Puerto Rico,2014,1,1,2017,94603,94603,94603
72,Puerto Rico,2014,2,1,2017,106482,106482,106482
72,Puerto Rico,2014,3,1,2017,117799,117799,117799
72,Puerto Rico,2014,4,1,2017,128155,128155,128155
72,Puerto Rico,2014,5,1,2017,130029,130029,130029
72,Puerto Rico,2014,6,1,2017,109938,109938,109938
72,Puerto Rico,2014,7,1,2017,105318,105318,105318
72,Puerto Rico,2014,8,1,2017,106733,106733,106733
72,Puerto Rico,2014,9,1,2017,107700,107700,107700
72,Puerto Rico,2014,10,1,2017,108221,108221,108221
72,Puerto Rico,2014,11,1,2017,108207,108207,108207
72,Puerto Rico,2014,12,1,2017,103212,103212,103212
72,Puerto Rico,2014,13,1,2017,94960,94960,94960
72,Puerto Rico,2014,14,1,2017,90420,90420,90420
72,Puerto Rico,2014,15,1,2017,68737,68737,68737
72,Puerto Rico,2014,16,1,2017,49974,49974,49974
72,Puerto Rico,2014,17,1,2017,31104,31104,31104
72,Puerto Rico,2014,18,1,2017,27294,27294,27294
72,Puerto Rico,2014,1,2,2017,89995,89995,89995
72,Puerto Rico,2014,2,2,2017,101168,101168,101168
72,Puerto Rico,2014,3,2,2017,110854,110854,110854
72,Puerto Rico,2014,4,2,2017,122069,122069,122069
72,Puerto Rico,2014,5,2,2017,127878,127878,127878
72,Puerto Rico,2014,6,2,2017,113128,113128,113128
72,Puerto Rico,2014,7,2,2017,115191,115191,115191
72,Puerto Rico,2014,8,2,2017,117319,117319,117319
72,Puerto Rico,2014,9,2,2017,117782,117782,117782
72,Puerto Rico,2014,10,2,2017,121145,121145,121145
72,Puerto Rico,2014,11,2,2017,126263,126263,126263
72,Puerto Rico,2014,12,2,2017,121840,121840,121840
72,Puerto Rico,2014,13,2,2017,114109,114109,114109
72,Puerto Rico,2014,14,2,2017,108463,108463,108463
72,Puerto Rico,2014,15,2,2017,84677,84677,84677
72,Puerto Rico,2014,16,2,2017,63415,63415,63415
72,Puerto Rico,2014,17,2,2017,44266,44266,44266
72,Puerto Rico,2014,18,2,2017,46426,46426,46426
72,Puerto Rico,2015,1,1,2017,88331,88331,88331
